date,region,transport_type,users
2021-05-29,Lausanne,Boat,981
2021-05-30,Zurich,Train,973
2021-05-30,Zurich,Bus,1042
2021-05-30,Zurich,Tram,949
2021-05-30,Zurich,Boat,1035
2021-05-30,Geneva,Train,970
2021-05-30,Geneva,Bus,1052
2021-05-30,Geneva,Tram,964
2021-05-30,Geneva,Boat,1010
2021-05-30,Basel,Train,1028
2021-05-30,Basel,Bus,979
2021-05-30,Basel,Tram,1003
2021-05-30,Basel,Boat,966
2021-05-30,Bern,Train,1003
2021-05-30,Bern,Bus,1032
2021-05-30,Bern,Tram,983
2021-05-30,Bern,Boat,959
2021-05-30,Lausanne,Train,1014
2021-05-30,Lausanne,Bus,972
2021-05-30,Lausanne,Tram,996
2021-05-30,Lausanne,Boat,1029
2021-05-31,Zurich,Train,1029
2021-05-31,Zurich,Bus,1035
2021-05-31,Zurich,Tram,1063
2021-05-31,Zurich,Boat,1019
2021-05-31,Geneva,Train,997
2021-05-31,Geneva,Bus,1021
2021-05-31,Geneva,Tram,1041
2021-05-31,Geneva,Boat,979
2021-05-31,Basel,Train,1049
2021-05-31,Basel,Bus,1072
2021-05-31,Basel,Tram,1015
2021-05-31,Basel,Boat,975
2021-05-31,Bern,Train,940
2021-05-31,Bern,Bus,967
2021-05-31,Bern,Tram,1002
2021-05-31,Bern,Boat,1000
2021-05-31,Lausanne,Train,984
2021-05-31,Lausanne,Bus,961
2021-05-31,Lausanne,Tram,936
2021-05-31,Lausanne,Boat,972
2021-06-01,Zurich,Train,933
2021-06-01,Zurich,Bus,1034
2021-06-01,Zurich,Tram,1028
2021-06-01,Zurich,Boat,1036
2021-06-01,Geneva,Train,972
2021-06-01,Geneva,Bus,996
2021-06-01,Geneva,Tram,971
2021-06-01,Geneva,Boat,1018
2021-06-01,Basel,Train,979
2021-06-01,Basel,Bus,972
2021-06-01,Basel,Tram,1019
2021-06-01,Basel,Boat,989
2021-06-01,Bern,Train,977
2021-06-01,Bern,Bus,1008
2021-06-01,Bern,Tram,997
2021-06-01,Bern,Boat,960
2021-06-01,Lausanne,Train,1005
2021-06-01,Lausanne,Bus,1020
2021-06-01,Lausanne,Tram,997
2021-06-01,Lausanne,Boat,961
2021-06-02,Zurich,Train,995
2021-06-02,Zurich,Bus,1012
2021-06-02,Zurich,Tram,1033
2021-06-02,Zurich,Boat,959
2021-06-02,Geneva,Train,1003
2021-06-02,Geneva,Bus,975
2021-06-02,Geneva,Tram,1023
2021-06-02,Geneva,Boat,978
2021-06-02,Basel,Train,1034
2021-06-02,Basel,Bus,1009
2021-06-02,Basel,Tram,1028
2021-06-02,Basel,Boat,986
2021-06-02,Bern,Train,988
2021-06-02,Bern,Bus,1023
2021-06-02,Bern,Tram,992
2021-06-02,Bern,Boat,1030
2021-06-02,Lausanne,Train,947
2021-06-02,Lausanne,Bus,972
2021-06-02,Lausanne,Tram,964
2021-06-02,Lausanne,Boat,1036
2021-06-03,Zurich,Train,930
2021-06-03,Zurich,Bus,998
2021-06-03,Zurich,Tram,985
2021-06-03,Zurich,Boat,959
2021-06-03,Geneva,Train,1003
2021-06-03,Geneva,Bus,970
2021-06-03,Geneva,Tram,958
2021-06-03,Geneva,Boat,962
2021-06-03,Basel,Train,917
2021-06-03,Basel,Bus,993
2021-06-03,Basel,Tram,990
2021-06-03,Basel,Boat,951
2021-06-03,Bern,Train,972
2021-06-03,Bern,Bus,1014
2021-06-03,Bern,Tram,1015
2021-06-03,Bern,Boat,1041
2021-06-03,Lausanne,Train,997
2021-06-03,Lausanne,Bus,1022
2021-06-03,Lausanne,Tram,990
2021-06-03,Lausanne,Boat,1047
2021-06-04,Zurich,Train,1016
2021-06-04,Zurich,Bus,1020
2021-06-04,Zurich,Tram,995
2021-06-04,Zurich,Boat,1009
2021-06-04,Geneva,Train,1016
2021-06-04,Geneva,Bus,1099
2021-06-04,Geneva,Tram,968
2021-06-04,Geneva,Boat,1068
2021-06-04,Basel,Train,1006
2021-06-04,Basel,Bus,978
2021-06-04,Basel,Tram,1020
2021-06-04,Basel,Boat,1025
2021-06-04,Bern,Train,1022
2021-06-04,Bern,Bus,993
2021-06-04,Bern,Tram,954
2021-06-04,Bern,Boat,1012
2021-06-04,Lausanne,Train,961
2021-06-04,Lausanne,Bus,964
2021-06-04,Lausanne,Tram,1018
2021-06-04,Lausanne,Boat,1017
2021-06-05,Zurich,Train,1000
2021-06-05,Zurich,Bus,933
2021-06-05,Zurich,Tram,1010
2021-06-05,Zurich,Boat,1006
2021-06-05,Geneva,Train,923
2021-06-05,Geneva,Bus,987
2021-06-05,Geneva,Tram,1003
2021-06-05,Geneva,Boat,1071
2021-06-05,Basel,Train,987
2021-06-05,Basel,Bus,1015
2021-06-05,Basel,Tram,1012
2021-06-05,Basel,Boat,1017
2021-06-05,Bern,Train,992
2021-06-05,Bern,Bus,1001
2021-06-05,Bern,Tram,1015
2021-06-05,Bern,Boat,1044
2021-06-05,Lausanne,Train,1013
2021-06-05,Lausanne,Bus,1031
2021-06-05,Lausanne,Tram,980
2021-06-05,Lausanne,Boat,1019
2021-06-06,Zurich,Train,907
2021-06-06,Zurich,Bus,1058
2021-06-06,Zurich,Tram,1004
2021-06-06,Zurich,Boat,982
2021-06-06,Geneva,Train,966
2021-06-06,Geneva,Bus,1011
2021-06-06,Geneva,Tram,1057
2021-06-06,Geneva,Boat,973
2021-06-06,Basel,Train,1055
2021-06-06,Basel,Bus,979
2021-06-06,Basel,Tram,1032
2021-06-06,Basel,Boat,1007
2021-06-06,Bern,Train,942
2021-06-06,Bern,Bus,945
2021-06-06,Bern,Tram,1010
2021-06-06,Bern,Boat,1055
2021-06-06,Lausanne,Train,1000
2021-06-06,Lausanne,Bus,1030
2021-06-06,Lausanne,Tram,1030
2021-06-06,Lausanne,Boat,1050
2021-06-07,Zurich,Train,1000
2021-06-07,Zurich,Bus,998
2021-06-07,Zurich,Tram,975
2021-06-07,Zurich,Boat,980
2021-06-07,Geneva,Train,1007
2021-06-07,Geneva,Bus,1026
2021-06-07,Geneva,Tram,1008
2021-06-07,Geneva,Boat,1032
2021-06-07,Basel,Train,1016
2021-06-07,Basel,Bus,971
2021-06-07,Basel,Tram,998
2021-06-07,Basel,Boat,1001
2021-06-07,Bern,Train,1012
2021-06-07,Bern,Bus,1039
2021-06-07,Bern,Tram,1008
2021-06-07,Bern,Boat,948
2021-06-07,Lausanne,Train,991
2021-06-07,Lausanne,Bus,958
2021-06-07,Lausanne,Tram,1001
2021-06-07,Lausanne,Boat,1007
2021-06-08,Zurich,Train,1010
2021-06-08,Zurich,Bus,1053
2021-06-08,Zurich,Tram,1024
2021-06-08,Zurich,Boat,1018
2021-06-08,Geneva,Train,993
2021-06-08,Geneva,Bus,970
2021-06-08,Geneva,Tram,959
2021-06-08,Geneva,Boat,1051
2021-06-08,Basel,Train,999
2021-06-08,Basel,Bus,1036
2021-06-08,Basel,Tram,990
2021-06-08,Basel,Boat,1015
2021-06-08,Bern,Train,978
2021-06-08,Bern,Bus,999
2021-06-08,Bern,Tram,1063
2021-06-08,Bern,Boat,918
2021-06-08,Lausanne,Train,966
2021-06-08,Lausanne,Bus,988
2021-06-08,Lausanne,Tram,1029
2021-06-08,Lausanne,Boat,1051
2021-06-09,Zurich,Train,1057
2021-06-09,Zurich,Bus,1007
2021-06-09,Zurich,Tram,1078
2021-06-09,Zurich,Boat,1012
2021-06-09,Geneva,Train,1013
2021-06-09,Geneva,Bus,1040
2021-06-09,Geneva,Tram,990
2021-06-09,Geneva,Boat,955
2021-06-09,Basel,Train,1028
2021-06-09,Basel,Bus,1053
2021-06-09,Basel,Tram,999
2021-06-09,Basel,Boat,1006
2021-06-09,Bern,Train,1017
2021-06-09,Bern,Bus,1015
2021-06-09,Bern,Tram,978
2021-06-09,Bern,Boat,992
2021-06-09,Lausanne,Train,1020
2021-06-09,Lausanne,Bus,1056
2021-06-09,Lausanne,Tram,983
2021-06-09,Lausanne,Boat,1007
2021-06-10,Zurich,Train,997
2021-06-10,Zurich,Bus,1012
2021-06-10,Zurich,Tram,962
2021-06-10,Zurich,Boat,944
2021-06-10,Geneva,Train,998
2021-06-10,Geneva,Bus,1037
2021-06-10,Geneva,Tram,960
2021-06-10,Geneva,Boat,1001
2021-06-10,Basel,Train,954
2021-06-10,Basel,Bus,1028
2021-06-10,Basel,Tram,1103
2021-06-10,Basel,Boat,991
2021-06-10,Bern,Train,1012
2021-06-10,Bern,Bus,1017
2021-06-10,Bern,Tram,984
2021-06-10,Bern,Boat,974
2021-06-10,Lausanne,Train,1031
2021-06-10,Lausanne,Bus,1032
2021-06-10,Lausanne,Tram,951
2021-06-10,Lausanne,Boat,989
2021-06-11,Zurich,Train,1006
2021-06-11,Zurich,Bus,1020
2021-06-11,Zurich,Tram,1030
2021-06-11,Zurich,Boat,1026
2021-06-11,Geneva,Train,1006
2021-06-11,Geneva,Bus,964
2021-06-11,Geneva,Tram,934
2021-06-11,Geneva,Boat,1023
2021-06-11,Basel,Train,1019
2021-06-11,Basel,Bus,1023
2021-06-11,Basel,Tram,954
2021-06-11,Basel,Boat,1049
2021-06-11,Bern,Train,993
2021-06-11,Bern,Bus,951
2021-06-11,Bern,Tram,1092
2021-06-11,Bern,Boat,998
2021-06-11,Lausanne,Train,993
2021-06-11,Lausanne,Bus,994
2021-06-11,Lausanne,Tram,1027
2021-06-11,Lausanne,Boat,1018
2021-06-12,Zurich,Train,985
2021-06-12,Zurich,Bus,1011
2021-06-12,Zurich,Tram,1024
2021-06-12,Zurich,Boat,1005
2021-06-12,Geneva,Train,1004
2021-06-12,Geneva,Bus,999
2021-06-12,Geneva,Tram,1018
2021-06-12,Geneva,Boat,1010
2021-06-12,Basel,Train,1029
2021-06-12,Basel,Bus,1008
2021-06-12,Basel,Tram,979
2021-06-12,Basel,Boat,985
2021-06-12,Bern,Train,1106
2021-06-12,Bern,Bus,971
2021-06-12,Bern,Tram,1026
2021-06-12,Bern,Boat,1046
2021-06-12,Lausanne,Train,1021
2021-06-12,Lausanne,Bus,1046
2021-06-12,Lausanne,Tram,1021
2021-06-12,Lausanne,Boat,990
2021-06-13,Zurich,Train,959
2021-06-13,Zurich,Bus,1064
2021-06-13,Zurich,Tram,983
2021-06-13,Zurich,Boat,976
2021-06-13,Geneva,Train,992
2021-06-13,Geneva,Bus,1025
2021-06-13,Geneva,Tram,966
2021-06-13,Geneva,Boat,983
2021-06-13,Basel,Train,1004
2021-06-13,Basel,Bus,957
2021-06-13,Basel,Tram,1000
2021-06-13,Basel,Boat,962
2021-06-13,Bern,Train,998
2021-06-13,Bern,Bus,996
2021-06-13,Bern,Tram,1064
2021-06-13,Bern,Boat,998
2021-06-13,Lausanne,Train,996
2021-06-13,Lausanne,Bus,993
2021-06-13,Lausanne,Tram,1021
2021-06-13,Lausanne,Boat,1003
2021-06-14,Zurich,Train,922
2021-06-14,Zurich,Bus,1001
2021-06-14,Zurich,Tram,992
2021-06-14,Zurich,Boat,967
2021-06-14,Geneva,Train,1011
2021-06-14,Geneva,Bus,981
2021-06-14,Geneva,Tram,971
2021-06-14,Geneva,Boat,970
2021-06-14,Basel,Train,993
2021-06-14,Basel,Bus,992
2021-06-14,Basel,Tram,1003
2021-06-14,Basel,Boat,995
2021-06-14,Bern,Train,1016
2021-06-14,Bern,Bus,1003
2021-06-14,Bern,Tram,946
2021-06-14,Bern,Boat,945
2021-06-14,Lausanne,Train,1033
2021-06-14,Lausanne,Bus,965
2021-06-14,Lausanne,Tram,1011
2021-06-14,Lausanne,Boat,1033
2021-06-15,Zurich,Train,1020
2021-06-15,Zurich,Bus,999
2021-06-15,Zurich,Tram,1008
2021-06-15,Zurich,Boat,965
2021-06-15,Geneva,Train,946
2021-06-15,Geneva,Bus,1014
2021-06-15,Geneva,Tram,1034
2021-06-15,Geneva,Boat,998
2021-06-15,Basel,Train,943
2021-06-15,Basel,Bus,1003
2021-06-15,Basel,Tram,981
2021-06-15,Basel,Boat,991
2021-06-15,Bern,Train,933
2021-06-15,Bern,Bus,1010
2021-06-15,Bern,Tram,1023
2021-06-15,Bern,Boat,997
2021-06-15,Lausanne,Train,1033
2021-06-15,Lausanne,Bus,963
2021-06-15,Lausanne,Tram,990
2021-06-15,Lausanne,Boat,997
2021-06-16,Zurich,Train,940
2021-06-16,Zurich,Bus,1052
2021-06-16,Zurich,Tram,1012
2021-06-16,Zurich,Boat,999
2021-06-16,Geneva,Train,987
2021-06-16,Geneva,Bus,1062
2021-06-16,Geneva,Tram,1055
2021-06-16,Geneva,Boat,971
2021-06-16,Basel,Train,957
2021-06-16,Basel,Bus,1027
2021-06-16,Basel,Tram,995
2021-06-16,Basel,Boat,1036
2021-06-16,Bern,Train,957
2021-06-16,Bern,Bus,995
2021-06-16,Bern,Tram,988
2021-06-16,Bern,Boat,1035
2021-06-16,Lausanne,Train,1054
2021-06-16,Lausanne,Bus,940
2021-06-16,Lausanne,Tram,992
2021-06-16,Lausanne,Boat,1013
2021-06-17,Zurich,Train,1011
2021-06-17,Zurich,Bus,994
2021-06-17,Zurich,Tram,960
2021-06-17,Zurich,Boat,993
2021-06-17,Geneva,Train,980
2021-06-17,Geneva,Bus,998
2021-06-17,Geneva,Tram,994
2021-06-17,Geneva,Boat,936
2021-06-17,Basel,Train,1041
2021-06-17,Basel,Bus,989
2021-06-17,Basel,Tram,1000
2021-06-17,Basel,Boat,943
2021-06-17,Bern,Train,993
2021-06-17,Bern,Bus,963
2021-06-17,Bern,Tram,1020
2021-06-17,Bern,Boat,1002
2021-06-17,Lausanne,Train,1015
2021-06-17,Lausanne,Bus,1025
2021-06-17,Lausanne,Tram,986
2021-06-17,Lausanne,Boat,996
2021-06-18,Zurich,Train,960
2021-06-18,Zurich,Bus,1011
2021-06-18,Zurich,Tram,962
2021-06-18,Zurich,Boat,1026
2021-06-18,Geneva,Train,957
2021-06-18,Geneva,Bus,1011
2021-06-18,Geneva,Tram,1008
2021-06-18,Geneva,Boat,954
2021-06-18,Basel,Train,963
2021-06-18,Basel,Bus,993
2021-06-18,Basel,Tram,1017
2021-06-18,Basel,Boat,906
2021-06-18,Bern,Train,1020
2021-06-18,Bern,Bus,998
2021-06-18,Bern,Tram,1032
2021-06-18,Bern,Boat,1013
2021-06-18,Lausanne,Train,916
2021-06-18,Lausanne,Bus,1027
2021-06-18,Lausanne,Tram,1000
2021-06-18,Lausanne,Boat,1046
2021-06-19,Zurich,Train,1025
2021-06-19,Zurich,Bus,1013
2021-06-19,Zurich,Tram,1043
2021-06-19,Zurich,Boat,980
2021-06-19,Geneva,Train,996
2021-06-19,Geneva,Bus,996
2021-06-19,Geneva,Tram,1050
2021-06-19,Geneva,Boat,1025
2021-06-19,Basel,Train,997
2021-06-19,Basel,Bus,1073
2021-06-19,Basel,Tram,983
2021-06-19,Basel,Boat,991
2021-06-19,Bern,Train,977
2021-06-19,Bern,Bus,997
2021-06-19,Bern,Tram,1067
2021-06-19,Bern,Boat,999
2021-06-19,Lausanne,Train,1012
2021-06-19,Lausanne,Bus,1024
2021-06-19,Lausanne,Tram,999
2021-06-19,Lausanne,Boat,981
2021-06-20,Zurich,Train,1012
2021-06-20,Zurich,Bus,964
2021-06-20,Zurich,Tram,983
2021-06-20,Zurich,Boat,1038
2021-06-20,Geneva,Train,946
2021-06-20,Geneva,Bus,948
2021-06-20,Geneva,Tram,990
2021-06-20,Geneva,Boat,981
2021-06-20,Basel,Train,968
2021-06-20,Basel,Bus,985
2021-06-20,Basel,Tram,945
2021-06-20,Basel,Boat,999
2021-06-20,Bern,Train,1008
2021-06-20,Bern,Bus,1019
2021-06-20,Bern,Tram,1055
2021-06-20,Bern,Boat,1054
2021-06-20,Lausanne,Train,1037
2021-06-20,Lausanne,Bus,970
2021-06-20,Lausanne,Tram,1048
2021-06-20,Lausanne,Boat,999
2021-06-21,Zurich,Train,963
2021-06-21,Zurich,Bus,990
2021-06-21,Zurich,Tram,1001
2021-06-21,Zurich,Boat,1000
2021-06-21,Geneva,Train,969
2021-06-21,Geneva,Bus,989
2021-06-21,Geneva,Tram,1044
2021-06-21,Geneva,Boat,980
2021-06-21,Basel,Train,975
2021-06-21,Basel,Bus,1009
2021-06-21,Basel,Tram,1014
2021-06-21,Basel,Boat,988
2021-06-21,Bern,Train,1123
2021-06-21,Bern,Bus,1023
2021-06-21,Bern,Tram,938
2021-06-21,Bern,Boat,958
2021-06-21,Lausanne,Train,1017
2021-06-21,Lausanne,Bus,959
2021-06-21,Lausanne,Tram,988
2021-06-21,Lausanne,Boat,1013
2021-06-22,Zurich,Train,1013
2021-06-22,Zurich,Bus,1002
2021-06-22,Zurich,Tram,990
2021-06-22,Zurich,Boat,1011
2021-06-22,Geneva,Train,934
2021-06-22,Geneva,Bus,991
2021-06-22,Geneva,Tram,1012
2021-06-22,Geneva,Boat,965
2021-06-22,Basel,Train,1036
2021-06-22,Basel,Bus,1049
2021-06-22,Basel,Tram,1039
2021-06-22,Basel,Boat,921
2021-06-22,Bern,Train,956
2021-06-22,Bern,Bus,997
2021-06-22,Bern,Tram,1043
2021-06-22,Bern,Boat,1033
2021-06-22,Lausanne,Train,1071
2021-06-22,Lausanne,Bus,977
2021-06-22,Lausanne,Tram,1081
2021-06-22,Lausanne,Boat,986
2021-06-23,Zurich,Train,983
2021-06-23,Zurich,Bus,975
2021-06-23,Zurich,Tram,989
2021-06-23,Zurich,Boat,1023
2021-06-23,Geneva,Train,1002
2021-06-23,Geneva,Bus,1009
2021-06-23,Geneva,Tram,997
2021-06-23,Geneva,Boat,954
2021-06-23,Basel,Train,1017
2021-06-23,Basel,Bus,955
2021-06-23,Basel,Tram,1018
2021-06-23,Basel,Boat,952
2021-06-23,Bern,Train,1010
2021-06-23,Bern,Bus,973
2021-06-23,Bern,Tram,954
2021-06-23,Bern,Boat,1036
2021-06-23,Lausanne,Train,930
2021-06-23,Lausanne,Bus,1016
2021-06-23,Lausanne,Tram,970
2021-06-23,Lausanne,Boat,979
2021-06-24,Zurich,Train,982
2021-06-24,Zurich,Bus,989
2021-06-24,Zurich,Tram,998
2021-06-24,Zurich,Boat,1057
2021-06-24,Geneva,Train,1004
2021-06-24,Geneva,Bus,1018
2021-06-24,Geneva,Tram,1018
2021-06-24,Geneva,Boat,1065
2021-06-24,Basel,Train,1003
2021-06-24,Basel,Bus,996
2021-06-24,Basel,Tram,1019
2021-06-24,Basel,Boat,943
2021-06-24,Bern,Train,985
2021-06-24,Bern,Bus,1038
2021-06-24,Bern,Tram,963
2021-06-24,Bern,Boat,1027
2021-06-24,Lausanne,Train,1009
2021-06-24,Lausanne,Bus,1007
2021-06-24,Lausanne,Tram,965
2021-06-24,Lausanne,Boat,1046
2021-06-25,Zurich,Train,983
2021-06-25,Zurich,Bus,994
2021-06-25,Zurich,Tram,1006
2021-06-25,Zurich,Boat,1022
2021-06-25,Geneva,Train,1003
2021-06-25,Geneva,Bus,970
2021-06-25,Geneva,Tram,1056
2021-06-25,Geneva,Boat,978
2021-06-25,Basel,Train,1023
2021-06-25,Basel,Bus,981
2021-06-25,Basel,Tram,995
2021-06-25,Basel,Boat,1048
2021-06-25,Bern,Train,1020
2021-06-25,Bern,Bus,984
2021-06-25,Bern,Tram,977
2021-06-25,Bern,Boat,973
2021-06-25,Lausanne,Train,994
2021-06-25,Lausanne,Bus,985
2021-06-25,Lausanne,Tram,970
2021-06-25,Lausanne,Boat,944
2021-06-26,Zurich,Train,969
2021-06-26,Zurich,Bus,988
2021-06-26,Zurich,Tram,1013
2021-06-26,Zurich,Boat,1001
2021-06-26,Geneva,Train,967
2021-06-26,Geneva,Bus,959
2021-06-26,Geneva,Tram,972
2021-06-26,Geneva,Boat,1022
2021-06-26,Basel,Train,991
2021-06-26,Basel,Bus,977
2021-06-26,Basel,Tram,981
2021-06-26,Basel,Boat,1065
2021-06-26,Bern,Train,1013
2021-06-26,Bern,Bus,1006
2021-06-26,Bern,Tram,1029
2021-06-26,Bern,Boat,991
2021-06-26,Lausanne,Train,993
2021-06-26,Lausanne,Bus,1026
2021-06-26,Lausanne,Tram,1013
2021-06-26,Lausanne,Boat,997
2021-06-27,Zurich,Train,978
2021-06-27,Zurich,Bus,1039
2021-06-27,Zurich,Tram,1021
2021-06-27,Zurich,Boat,1054
2021-06-27,Geneva,Train,985
2021-06-27,Geneva,Bus,943
2021-06-27,Geneva,Tram,1016
2021-06-27,Geneva,Boat,1020
2021-06-27,Basel,Train,1031
2021-06-27,Basel,Bus,959
2021-06-27,Basel,Tram,999
2021-06-27,Basel,Boat,1004
2021-06-27,Bern,Train,985
2021-06-27,Bern,Bus,1006
2021-06-27,Bern,Tram,1025
2021-06-27,Bern,Boat,962
2021-06-27,Lausanne,Train,998
2021-06-27,Lausanne,Bus,1035
2021-06-27,Lausanne,Tram,966
2021-06-27,Lausanne,Boat,1061
2021-06-28,Zurich,Train,1002
2021-06-28,Zurich,Bus,923
2021-06-28,Zurich,Tram,986
2021-06-28,Zurich,Boat,1002
2021-06-28,Geneva,Train,1002
2021-06-28,Geneva,Bus,961
2021-06-28,Geneva,Tram,977
2021-06-28,Geneva,Boat,994
2021-06-28,Basel,Train,1011
2021-06-28,Basel,Bus,996
2021-06-28,Basel,Tram,1010
2021-06-28,Basel,Boat,1008
2021-06-28,Bern,Train,984
2021-06-28,Bern,Bus,998
2021-06-28,Bern,Tram,1050
2021-06-28,Bern,Boat,1008
2021-06-28,Lausanne,Train,1000
2021-06-28,Lausanne,Bus,1017
2021-06-28,Lausanne,Tram,959
2021-06-28,Lausanne,Boat,977
2021-06-29,Zurich,Train,1006
2021-06-29,Zurich,Bus,994
2021-06-29,Zurich,Tram,1104
2021-06-29,Zurich,Boat,962
2021-06-29,Geneva,Train,1007
2021-06-29,Geneva,Bus,1011
2021-06-29,Geneva,Tram,953
2021-06-29,Geneva,Boat,997
2021-06-29,Basel,Train,1028
2021-06-29,Basel,Bus,982
2021-06-29,Basel,Tram,1013
2021-06-29,Basel,Boat,1049
2021-06-29,Bern,Train,991
2021-06-29,Bern,Bus,962
2021-06-29,Bern,Tram,1001
2021-06-29,Bern,Boat,1020
2021-06-29,Lausanne,Train,992
2021-06-29,Lausanne,Bus,1006
2021-06-29,Lausanne,Tram,1024
2021-06-29,Lausanne,Boat,994
2021-06-30,Zurich,Train,1039
2021-06-30,Zurich,Bus,1044
2021-06-30,Zurich,Tram,976
2021-06-30,Zurich,Boat,1060
2021-06-30,Geneva,Train,972
2021-06-30,Geneva,Bus,987
2021-06-30,Geneva,Tram,973
2021-06-30,Geneva,Boat,1035
2021-06-30,Basel,Train,958
2021-06-30,Basel,Bus,983
2021-06-30,Basel,Tram,1033
2021-06-30,Basel,Boat,994
2021-06-30,Bern,Train,985
2021-06-30,Bern,Bus,1000
2021-06-30,Bern,Tram,998
2021-06-30,Bern,Boat,1021
2021-06-30,Lausanne,Train,966
2021-06-30,Lausanne,Bus,1016
2021-06-30,Lausanne,Tram,1064
2021-06-30,Lausanne,Boat,1037
2021-07-01,Zurich,Train,983
2021-07-01,Zurich,Bus,988
2021-07-01,Zurich,Tram,1023
2021-07-01,Zurich,Boat,997
2021-07-01,Geneva,Train,1012
2021-07-01,Geneva,Bus,993
2021-07-01,Geneva,Tram,987
2021-07-01,Geneva,Boat,1035
2021-07-01,Basel,Train,1005
2021-07-01,Basel,Bus,991
2021-07-01,Basel,Tram,1033
2021-07-01,Basel,Boat,988
2021-07-01,Bern,Train,995
2021-07-01,Bern,Bus,1006
2021-07-01,Bern,Tram,1024
2021-07-01,Bern,Boat,1025
2021-07-01,Lausanne,Train,1004
2021-07-01,Lausanne,Bus,978
2021-07-01,Lausanne,Tram,991
2021-07-01,Lausanne,Boat,965
2021-07-02,Zurich,Train,950
2021-07-02,Zurich,Bus,1026
2021-07-02,Zurich,Tram,992
2021-07-02,Zurich,Boat,963
2021-07-02,Geneva,Train,1011
2021-07-02,Geneva,Bus,1038
2021-07-02,Geneva,Tram,993
2021-07-02,Geneva,Boat,970
2021-07-02,Basel,Train,996
2021-07-02,Basel,Bus,937
2021-07-02,Basel,Tram,960
2021-07-02,Basel,Boat,998
2021-07-02,Bern,Train,964
2021-07-02,Bern,Bus,1005
2021-07-02,Bern,Tram,995
2021-07-02,Bern,Boat,1004
2021-07-02,Lausanne,Train,941
2021-07-02,Lausanne,Bus,1107
2021-07-02,Lausanne,Tram,1003
2021-07-02,Lausanne,Boat,944
2021-07-03,Zurich,Train,1011
2021-07-03,Zurich,Bus,1057
2021-07-03,Zurich,Tram,936
2021-07-03,Zurich,Boat,1010
2021-07-03,Geneva,Train,998
2021-07-03,Geneva,Bus,995
2021-07-03,Geneva,Tram,978
2021-07-03,Geneva,Boat,1020
2021-07-03,Basel,Train,1039
2021-07-03,Basel,Bus,999
2021-07-03,Basel,Tram,1008
2021-07-03,Basel,Boat,1030
2021-07-03,Bern,Train,991
2021-07-03,Bern,Bus,980
2021-07-03,Bern,Tram,1001
2021-07-03,Bern,Boat,992
2021-07-03,Lausanne,Train,993
2021-07-03,Lausanne,Bus,1016
2021-07-03,Lausanne,Tram,1013
2021-07-03,Lausanne,Boat,1026
2021-07-04,Zurich,Train,956
2021-07-04,Zurich,Bus,985
2021-07-04,Zurich,Tram,1000
2021-07-04,Zurich,Boat,1014
2021-07-04,Geneva,Train,1039
2021-07-04,Geneva,Bus,982
2021-07-04,Geneva,Tram,991
2021-07-04,Geneva,Boat,968
2021-07-04,Basel,Train,999
2021-07-04,Basel,Bus,994
2021-07-04,Basel,Tram,1016
2021-07-04,Basel,Boat,977
2021-07-04,Bern,Train,956
2021-07-04,Bern,Bus,1037
2021-07-04,Bern,Tram,968
2021-07-04,Bern,Boat,926
2021-07-04,Lausanne,Train,961
2021-07-04,Lausanne,Bus,1006
2021-07-04,Lausanne,Tram,987
2021-07-04,Lausanne,Boat,1002
2021-07-05,Zurich,Train,1051
2021-07-05,Zurich,Bus,1038
2021-07-05,Zurich,Tram,1064
2021-07-05,Zurich,Boat,988
2021-07-05,Geneva,Train,988
2021-07-05,Geneva,Bus,1001
2021-07-05,Geneva,Tram,993
2021-07-05,Geneva,Boat,1016
2021-07-05,Basel,Train,1027
2021-07-05,Basel,Bus,969
2021-07-05,Basel,Tram,1003
2021-07-05,Basel,Boat,1029
2021-07-05,Bern,Train,966
2021-07-05,Bern,Bus,956
2021-07-05,Bern,Tram,1018
2021-07-05,Bern,Boat,1035
2021-07-05,Lausanne,Train,1020
2021-07-05,Lausanne,Bus,1009
2021-07-05,Lausanne,Tram,1006
2021-07-05,Lausanne,Boat,970
2021-07-06,Zurich,Train,982
2021-07-06,Zurich,Bus,1012
2021-07-06,Zurich,Tram,980
2021-07-06,Zurich,Boat,1020
2021-07-06,Geneva,Train,956
2021-07-06,Geneva,Bus,979
2021-07-06,Geneva,Tram,999
2021-07-06,Geneva,Boat,958
2021-07-06,Basel,Train,977
2021-07-06,Basel,Bus,926
2021-07-06,Basel,Tram,1031
2021-07-06,Basel,Boat,1036
2021-07-06,Bern,Train,1016
2021-07-06,Bern,Bus,986
2021-07-06,Bern,Tram,1023
2021-07-06,Bern,Boat,997
2021-07-06,Lausanne,Train,999
2021-07-06,Lausanne,Bus,1024
2021-07-06,Lausanne,Tram,979
2021-07-06,Lausanne,Boat,953
2021-07-07,Zurich,Train,1019
2021-07-07,Zurich,Bus,997
2021-07-07,Zurich,Tram,1003
2021-07-07,Zurich,Boat,976
2021-07-07,Geneva,Train,1000
2021-07-07,Geneva,Bus,1007
2021-07-07,Geneva,Tram,1018
2021-07-07,Geneva,Boat,1013
2021-07-07,Basel,Train,990
2021-07-07,Basel,Bus,1029
2021-07-07,Basel,Tram,1021
2021-07-07,Basel,Boat,1059
2021-07-07,Bern,Train,979
2021-07-07,Bern,Bus,994
